,Наименование,Скидка,Цена,Цена со скидкой,Бренд,feedbacks,rating,Ссылка,high_rating,memory_size,op_memory,bought,screen_size
807,Air1 Pro 6 128,23,19468,14990,IIIF150,4,4,https://www.wildberries.ru/catalog/135518716/detail.aspx?targetUrl=BP,1,128Gb,,,
808,A48 2 ,39,8181,4990,ITEL,15,5,https://www.wildberries.ru/catalog/118966543/detail.aspx?targetUrl=BP,1,32Gb,,,
816,"BV6600 PRO, зеленый",30,27129,18990,Blackview,4,5,https://www.wildberries.ru/catalog/119350258/detail.aspx?targetUrl=BP,1,64Gb,4Gb,20,5.7
817,M5  6 РСТ,20,15363,12290,POCO,7,4,https://www.wildberries.ru/catalog/137202485/detail.aspx?targetUrl=BP,1,64Gb,4Gb,20,6.58
818,6631G Surf,34,6803,4489,BQ,67,4,https://www.wildberries.ru/catalog/25710254/detail.aspx?targetUrl=BP,1,16Gb,2Gb,100,6.53
820,POCO M5s Grey 4 ,17,17990,14931,Xiaomi,1,5,https://www.wildberries.ru/catalog/100056479/detail.aspx?targetUrl=BP,1,128Gb,,,
822,"C33 5000 мА*ч 6.5""",5,11148,10590,Realme,7,4,https://www.wildberries.ru/catalog/123451212/detail.aspx?targetUrl=BP,1,64Gb,4Gb,20,6.5
825,"C35 4 , реалми новинка, андроид телефон",0,11990,11990,Realme,1,5,https://www.wildberries.ru/catalog/117766233/detail.aspx?targetUrl=BP,1,64Gb,,,
827,iPhone 8 ,4,21990,21110,Apple,25,3,https://www.wildberries.ru/catalog/91137407/detail.aspx?targetUrl=BP,0,256Gb,,,
830,H2022,47,15075,7989,IIIF150,3,2,https://www.wildberries.ru/catalog/135497914/detail.aspx?targetUrl=BP,0,32Gb,4Gb,10,5.5
831,"Redmi 10C  4Gb, 50 2Мп 5Мп",26,17800,13172,Xiaomi,7,4,https://www.wildberries.ru/catalog/91606511/detail.aspx?targetUrl=BP,1,64Gb,,,
833,IPhone 13 ,0,90160,90160,Apple,12,5,https://www.wildberries.ru/catalog/137506157/detail.aspx?targetUrl=BP,1,128Gb,,,
834,Galaxy A73 5G ,32,46990,31953,Samsung,4,5,https://www.wildberries.ru/catalog/116416868/detail.aspx?targetUrl=BP,1,128Gb,,,
835,"Vision 3 3  720х1600 6.6""",5,7358,6990,ITEL,2,5,https://www.wildberries.ru/catalog/110288703/detail.aspx?targetUrl=BP,1,64Gb,8Gb,,
837,Redmi 10A  3 Silver (MZB0B7NRU),20,10490,8392,Xiaomi,8,4,https://www.wildberries.ru/catalog/116546981/detail.aspx?targetUrl=BP,1,32Gb,2Gb,300,6.53
839,Galaxy S22  5G ,19,89990,72891,Samsung,13,5,https://www.wildberries.ru/catalog/113254234/detail.aspx?targetUrl=BP,1,256Gb,,,
840,Galaxy S22  5G ,19,89990,72891,Samsung,7,5,https://www.wildberries.ru/catalog/84888162/detail.aspx?targetUrl=BP,1,256Gb,,,
841,Galaxy S20 FE ,30,49990,34993,Samsung,5,5,https://www.wildberries.ru/catalog/116416921/detail.aspx?targetUrl=BP,1,128Gb,,,
842,10 4 ,20,19987,15989,Realme,22,5,https://www.wildberries.ru/catalog/133608571/detail.aspx?targetUrl=BP,1,128Gb,,,
843,Armor 12 5G Black,21,23490,18557,Ulefone,5,4,https://www.wildberries.ru/catalog/98601908/detail.aspx?targetUrl=BP,1,128Gb,8Gb,40,6.52
844,Armor 7 Black,36,25990,16633,Ulefone,15,4,https://www.wildberries.ru/catalog/98601865/detail.aspx?targetUrl=BP,1,128Gb,8Gb,50,6.3
845,HOT 12 Pro 8  Electric Blue,0,13990,13990,Infinix,1,5,https://www.wildberries.ru/catalog/135525733/detail.aspx?targetUrl=BP,1,128Gb,,,
849,Galaxy A03 ,28,10490,7552,Samsung,9,4,https://www.wildberries.ru/catalog/115824533/detail.aspx?targetUrl=BP,1,32Gb,,,
851,iPhone 6s  Восстановленный какновый,0,15699,15699,Apple,10,4,https://www.wildberries.ru/catalog/100225106/detail.aspx?targetUrl=BP,1,128Gb,,,
852,"5046L Choice 5""",38,5468,3390,BQ,8,4,https://www.wildberries.ru/catalog/15943618/detail.aspx?targetUrl=BP,1,16Gb,2Gb,100,5
853,Galaxy A73 5G ,32,46990,31953,Samsung,6,4,https://www.wildberries.ru/catalog/112412904/detail.aspx?targetUrl=BP,1,128Gb,,,
856,C33 4 ,28,13875,9990,Realme,5,5,https://www.wildberries.ru/catalog/132172804/detail.aspx?targetUrl=BP,1,64Gb,,,
857,Xiaomi Redmi 9A ,0,12190,12190,Redmi,11,4,https://www.wildberries.ru/catalog/101403238/detail.aspx?targetUrl=BP,1,128Gb,,,
858,Redmi 9A  3 Aurora Green,15,8990,7641,Xiaomi,23,5,https://www.wildberries.ru/catalog/98753068/detail.aspx?targetUrl=BP,1,32Gb,2Gb,200,6.53
859,"6061L Slim IPS 6""",30,6129,4290,BQ,22,5,https://www.wildberries.ru/catalog/63781154/detail.aspx?targetUrl=BP,1,16Gb,2Gb,40,6
861,iPhone 11  АЙФОН 11,0,46900,46900,Apple,2,5,https://www.wildberries.ru/catalog/138209207/detail.aspx?targetUrl=BP,1,256Gb,,,
863,Смартфон,42,19990,11594,Oukitel,21,4,https://www.wildberries.ru/catalog/47830413/detail.aspx?targetUrl=BP,1,32Gb,3Gb,100,6.52
865,"Spark Go 6,52"" 2  13 0,08 Мп 8 Мп",5,7358,6990,TECNO,26,5,https://www.wildberries.ru/catalog/67051662/detail.aspx?targetUrl=BP,1,32Gb,,,6.52
866,iPhone 8 ,5,21990,20890,Apple,25,3,https://www.wildberries.ru/catalog/91137405/detail.aspx?targetUrl=BP,0,256Gb,,,
868,"9, 2400x1080, 6,4"", 6 ",5,24832,23590,Realme,11,5,https://www.wildberries.ru/catalog/115334791/detail.aspx?targetUrl=BP,1,128Gb,,,
869,"Y33s 2109 6.58""  6",31,17999,12419,VIVO,4,5,https://www.wildberries.ru/catalog/99531778/detail.aspx?targetUrl=BP,1,64Gb,4Gb,40,6.58
870,iPhone 6s  Восстановленный как новый,0,12899,12899,Apple,14,4,https://www.wildberries.ru/catalog/120380195/detail.aspx?targetUrl=BP,1,64Gb,,,
872,Redmi Note 10T  128Gb,35,21990,14293,Xiaomi,903,5,https://www.wildberries.ru/catalog/30967922/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
873,"S35 красный 5"" 3 ",9,9290,8453,DOOGEE,15,5,https://www.wildberries.ru/catalog/85634878/detail.aspx?targetUrl=BP,1,16Gb,3Gb,100,5
874,POCO X4 Pro 5G 6  желтый,38,40990,25413,Xiaomi,3,5,https://www.wildberries.ru/catalog/113198664/detail.aspx?targetUrl=BP,1,128Gb,,,
875,Redmi Note 11 6 ,0,25000,25000,Xiaomi,6,5,https://www.wildberries.ru/catalog/96628508/detail.aspx?targetUrl=BP,1,128Gb,,,
876,"9 5G 4  6.4"" 120Гц",0,17990,17990,Realme,6,5,https://www.wildberries.ru/catalog/100471178/detail.aspx?targetUrl=BP,1,128Gb,,,
878,iPhone SE  (СНГ),26,45990,34032,Apple,1,2,https://www.wildberries.ru/catalog/113244914/detail.aspx?targetUrl=BP,0,64Gb,,,
879,Camon 19 6.8'' 6 Gb 64 16 МП,5,14727,13990,TECNO,11,5,https://www.wildberries.ru/catalog/117932049/detail.aspx?targetUrl=BP,1,128Gb,,,
881,Redmi Note 10S  64Gb,26,27990,20712,Xiaomi,1702,5,https://www.wildberries.ru/catalog/30319478/detail.aspx?targetUrl=BP,1,64Gb,6Gb,5800,6.43
882,"BV6600 PRO, оранжевый",30,27129,18990,Blackview,2,5,https://www.wildberries.ru/catalog/119350261/detail.aspx?targetUrl=BP,1,256Gb,4Gb,20,5.7
883,5533G Fresh IPS,36,5141,3290,BQ,53,4,https://www.wildberries.ru/catalog/25706746/detail.aspx?targetUrl=BP,1,16Gb,2Gb,200,4.54
885,"Redmi 10C  4Gb, 50 2Мп 5Мп",21,19250,15207,Xiaomi,1,5,https://www.wildberries.ru/catalog/133242771/detail.aspx?targetUrl=BP,1,128Gb,,,
886,Spark Go 2022 ,0,6790,6790,TECNO,1,5,https://www.wildberries.ru/catalog/124713496/detail.aspx?targetUrl=BP,1,32Gb,,,
887,iPhone 14 eSIM  (США),5,76990,73140,Apple,4,4,https://www.wildberries.ru/catalog/133919349/detail.aspx?targetUrl=BP,1,256Gb,,,
889,Galaxy S22 ,26,72990,54012,Samsung,4,4,https://www.wildberries.ru/catalog/99532332/detail.aspx?targetUrl=BP,1,128Gb,,,
890,Redmi Note 11 Pro 5G  64Gb Blue (MZB0AU5RU),33,40990,27463,Xiaomi,2,3,https://www.wildberries.ru/catalog/75712314/detail.aspx?targetUrl=BP,0,64Gb,6Gb,,
891,Armor 8 ,23,13490,10387,Ulefone,9,4,https://www.wildberries.ru/catalog/98601904/detail.aspx?targetUrl=BP,1,64Gb,,,
892,6430L Aurora IPS,27,13000,9490,BQ,47,5,https://www.wildberries.ru/catalog/18088257/detail.aspx?targetUrl=BP,1,64Gb,4Gb,400,6.4
895,iphone 7 plus 128gb айфон 7 плюс,3,21900,21243,Apple,22,4,https://www.wildberries.ru/catalog/108001788/detail.aspx?targetUrl=BP,1,128Gb,,,
899,"nova 10 6.67""  OLED-экран",20,39999,31999,Huawei,1,5,https://www.wildberries.ru/catalog/137560995/detail.aspx?targetUrl=BP,1,128Gb,,,
900,"C31 6.5"" 13 2 2 Мп",5,8411,7990,Realme,11,5,https://www.wildberries.ru/catalog/118793533/detail.aspx?targetUrl=BP,1,0Gb,0Gb,40,6.4
904,"A25 черный 5"" 1280x720 1  5 Мп 2 Мп 3020 мАч",5,3674,3490,ITEL,5,4,https://www.wildberries.ru/catalog/84900119/detail.aspx?targetUrl=BP,1,16Gb,,,
907,"POCO X4 Pro  256Gb 6.67"" 2400 x 1080 108 МП  8…",0,49990,49990,Xiaomi,2,5,https://www.wildberries.ru/catalog/116610079/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,6.67
908,F4  256Gb Global,5,36600,34770,POCO,4,5,https://www.wildberries.ru/catalog/132170750/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
910,WP20,20,13990,11192,Oukitel,4,5,https://www.wildberries.ru/catalog/137874479/detail.aspx?targetUrl=BP,1,32Gb,4Gb,10,5.93
911,"C21Y черный 6,5"" 3 ",5,9464,8990,Realme,7,5,https://www.wildberries.ru/catalog/48381443/detail.aspx?targetUrl=BP,1,32Gb,4Gb,,
912,5 Pro 8 128G,0,54490,54490,Black Shark,2,5,https://www.wildberries.ru/catalog/120907794/detail.aspx?targetUrl=BP,1,128Gb,8Gb,5,6.67
918,M4 5G 6  NFC,15,23986,20388,POCO,7,4,https://www.wildberries.ru/catalog/100858646/detail.aspx?targetUrl=BP,1,128Gb,,,
919,"C25S голубой 6,5 4 ",5,20622,19590,Realme,17,5,https://www.wildberries.ru/catalog/40005980/detail.aspx?targetUrl=BP,1,128Gb,,,
920,iPhone 12  (АЗИЯ),13,60657,52771,Apple,2,5,https://www.wildberries.ru/catalog/131111959/detail.aspx?targetUrl=BP,1,64Gb,,,
921,X6  6,40,20958,12574,Honor,6,5,https://www.wildberries.ru/catalog/132310292/detail.aspx?targetUrl=BP,1,64Gb,4Gb,10,6.5
922,Redmi 9A ,10,10500,9450,Redmi,13,4,https://www.wildberries.ru/catalog/97085568/detail.aspx?targetUrl=BP,1,64Gb,,,
923,"SPARK Go 32 5000 мАч 6.52""",5,7358,6990,TECNO,20,5,https://www.wildberries.ru/catalog/123654104/detail.aspx?targetUrl=BP,1,32Gb,,,6.52
925,Galaxy Z Flip4 5G ,20,81990,65592,Samsung,2,5,https://www.wildberries.ru/catalog/104531657/detail.aspx?targetUrl=BP,1,256Gb,,,
927,Wildfire E Lite,0,5950,5950,HTC,12,5,https://www.wildberries.ru/catalog/37052745/detail.aspx?targetUrl=BP,1,16Gb,2Gb,100,5.45
928,Galaxy A53 5G ,37,37990,23933,Samsung,5,5,https://www.wildberries.ru/catalog/104398490/detail.aspx?targetUrl=BP,1,128Gb,,,
930,5031G Fun,25,4120,3090,BQ,36,4,https://www.wildberries.ru/catalog/25674469/detail.aspx?targetUrl=BP,1,8Gb,1Gb,100,5
931,C40  32Gb Black,25,11990,8992,POCO,12,5,https://www.wildberries.ru/catalog/115391449/detail.aspx?targetUrl=BP,1,32Gb,3Gb,,
932,"6061L Slim IPS 6""",34,6500,4290,BQ,22,5,https://www.wildberries.ru/catalog/63781156/detail.aspx?targetUrl=BP,1,16Gb,2Gb,20,6.09
934,"Сматфон Redmagic 6S Pro  128Gb, черный",0,55990,55990,NUBIA,4,5,https://www.wildberries.ru/catalog/119272601/detail.aspx?targetUrl=BP,1,128Gb,12Gb,,
937,"Blade A31 5,45'' 1440х720 IPS 2  2 8MП 3000 mAh",13,7490,6516,ZTE,194,4,https://www.wildberries.ru/catalog/34910005/detail.aspx?targetUrl=BP,1,32Gb,,,5.45
938,"5565L Fest IPS 5,45""",40,6150,3690,BQ,50,4,https://www.wildberries.ru/catalog/47555805/detail.aspx?targetUrl=BP,1,16Gb,2Gb,100,5.45
942,"S35 5"" 3  13Мп 5 Мп",9,9290,8453,DOOGEE,1,5,https://www.wildberries.ru/catalog/85634883/detail.aspx?targetUrl=BP,1,16Gb,3Gb,40,5
944,C21 Pro,10,12990,11691,Oukitel,5,5,https://www.wildberries.ru/catalog/116731979/detail.aspx?targetUrl=BP,1,64Gb,4Gb,20,6.39
945,Galaxy A03 ,28,10490,7552,Samsung,8,5,https://www.wildberries.ru/catalog/120885096/detail.aspx?targetUrl=BP,1,32Gb,,,
946,"6645L Element IPS 6,52""",37,9984,6289,BQ,22,4,https://www.wildberries.ru/catalog/36556071/detail.aspx?targetUrl=BP,1,32Gb,3Gb,90,6.52
948,iPhone 11  (Азия),20,54990,43992,Apple,2,5,https://www.wildberries.ru/catalog/104235281/detail.aspx?targetUrl=BP,1,128Gb,,,
949,"5565L Fest IPS 5,45""",39,6049,3689,BQ,50,4,https://www.wildberries.ru/catalog/47555807/detail.aspx?targetUrl=BP,1,16Gb,2Gb,70,5.45
950,"5560L Trend IPS 5,45""",39,5393,3289,BQ,26,4,https://www.wildberries.ru/catalog/43722159/detail.aspx?targetUrl=BP,1,8Gb,1Gb,50,5.45
952,"Galaxy S22 5G 6.1"" 2400x1080 dAMOLED Exynos 2200 8G…",28,79990,57592,Samsung,6,4,https://www.wildberries.ru/catalog/84888152/detail.aspx?targetUrl=BP,1,256Gb,8Gb,20,6.1
956,Cмартфон A25 ,20,4863,3890,ITEL,12,5,https://www.wildberries.ru/catalog/131622764/detail.aspx?targetUrl=BP,1,16Gb,3Gb,,
958,Galaxy Z Fold4 5G ,36,139990,89593,Samsung,2,5,https://www.wildberries.ru/catalog/104546788/detail.aspx?targetUrl=BP,1,256Gb,,,
959,Galaxy Z Flip4 ,20,74990,59992,Samsung,2,3,https://www.wildberries.ru/catalog/99531115/detail.aspx?targetUrl=BP,0,128Gb,,,
960,"12X  12 6.28"" 1080 x 2400 50 МП   8 МП   2…",50,79990,39995,Xiaomi,11,5,https://www.wildberries.ru/catalog/72286211/detail.aspx?targetUrl=BP,1,128Gb,8Gb,10,6.28
961,Galaxy S20 FE ,30,49990,34993,Samsung,11,4,https://www.wildberries.ru/catalog/113254233/detail.aspx?targetUrl=BP,1,128Gb,,,
962,Redmi Note 11 Pro ,40,48000,28800,Xiaomi,3,4,https://www.wildberries.ru/catalog/99065140/detail.aspx?targetUrl=BP,1,128Gb,,,
963,WP20 Pro,15,15990,13591,Oukitel,1,5,https://www.wildberries.ru/catalog/137874016/detail.aspx?targetUrl=BP,1,64Gb,4Gb,5,6.5
964,"С31 3  6.5"" 720p",0,8290,8290,Realme,7,5,https://www.wildberries.ru/catalog/109222551/detail.aspx?targetUrl=BP,1,32Gb,,,6.5
965,M4 Pro 4G 8 ,19,30851,24989,POCO,24,5,https://www.wildberries.ru/catalog/85101671/detail.aspx?targetUrl=BP,1,256Gb,,,
966,T1 BLUE,57,31238,13432,AYYA,5,3,https://www.wildberries.ru/catalog/50802415/detail.aspx?targetUrl=BP,0,64Gb,4Gb,40,6.55
967,Spark 8C ,0,7890,7890,TECNO,2,3,https://www.wildberries.ru/catalog/124715127/detail.aspx?targetUrl=BP,0,64Gb,,,
972,"5060L Basic 5""",46,6093,3290,BQ,18,4,https://www.wildberries.ru/catalog/48971514/detail.aspx?targetUrl=BP,1,8Gb,1Gb,60,5
975,Armor X7 Pro Black,35,10990,7143,Ulefone,15,4,https://www.wildberries.ru/catalog/98601914/detail.aspx?targetUrl=BP,1,32Gb,4Gb,100,5
976,"5745L Clever  32Gb 5""",39,5721,3489,BQ,29,4,https://www.wildberries.ru/catalog/18088253/detail.aspx?targetUrl=BP,1,32Gb,1Gb,80,5.7
978,Galaxy A03 ,28,10490,7552,Samsung,5,5,https://www.wildberries.ru/catalog/120885092/detail.aspx?targetUrl=BP,1,32Gb,,,
983,Galaxy A03 ,28,10490,7552,Samsung,2,5,https://www.wildberries.ru/catalog/106457921/detail.aspx?targetUrl=BP,1,32Gb,,,
984,Armor X3 Black,35,8990,5843,Ulefone,42,4,https://www.wildberries.ru/catalog/98601886/detail.aspx?targetUrl=BP,1,32Gb,2Gb,300,5.5
985,Galaxy A73 5G ,30,49990,34993,Samsung,1,5,https://www.wildberries.ru/catalog/106544907/detail.aspx?targetUrl=BP,1,256Gb,,,
986,nova Y61 ,16,12999,10919,Huawei,1,5,https://www.wildberries.ru/catalog/139248323/detail.aspx?targetUrl=BP,1,64Gb,,,
988,Cмартфон redmi 10A  3 с сенсорным дисплеем,16,10490,8811,Xiaomi,9,5,https://www.wildberries.ru/catalog/104549104/detail.aspx?targetUrl=BP,1,32Gb,2Gb,30,6.53
989,5533G Fresh IPS,38,5306,3289,BQ,53,4,https://www.wildberries.ru/catalog/25706745/detail.aspx?targetUrl=BP,1,16Gb,2Gb,100,5.45
990,X7  128Gb,42,30294,17570,Honor,14,5,https://www.wildberries.ru/catalog/116159639/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
993,"Y33s 2109 6.58""  6",31,17999,12419,VIVO,5,5,https://www.wildberries.ru/catalog/99531893/detail.aspx?targetUrl=BP,1,64Gb,4Gb,40,6.58
994,Galaxy Z Fold4 5G ,38,159990,99193,Samsung,6,5,https://www.wildberries.ru/catalog/119437602/detail.aspx?targetUrl=BP,1,512Gb,,,
995,M4 Pro 5G  128Gb,0,22990,22990,POCO,1910,5,https://www.wildberries.ru/catalog/51728992/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
998,iPhone 14 eSIM  (США),5,83990,79790,Apple,1,1,https://www.wildberries.ru/catalog/134070604/detail.aspx?targetUrl=BP,0,512Gb,,,
1001,T1 BLUE,58,31238,13119,AYYA,5,3,https://www.wildberries.ru/catalog/102655715/detail.aspx?targetUrl=BP,0,64Gb,4Gb,20,6.55
1002,12X RU 8 256 Gray,42,85990,49874,Xiaomi,45,5,https://www.wildberries.ru/catalog/116351004/detail.aspx?targetUrl=BP,1,256Gb,,,
1003,"3L 5029Y  4Gb серый 3G 4G 2Sim 6.22"" IPS 720x15…",0,13968,13968,Alcatel,11,5,https://www.wildberries.ru/catalog/15430990/detail.aspx?targetUrl=BP,1,64Gb,,,
1004,iPhone 6s  . Айфон 6S,0,13990,13990,Apple,3,2,https://www.wildberries.ru/catalog/100150450/detail.aspx?targetUrl=BP,0,128Gb,,,
1007,Hot 12 Play  Gold,0,7890,7890,Infinix,3,5,https://www.wildberries.ru/catalog/114169913/detail.aspx?targetUrl=BP,1,64Gb,,,
1008,iPhone 13 Pro 1Tb (СНГ),17,149990,124491,Apple,1,5,https://www.wildberries.ru/catalog/121115934/detail.aspx?targetUrl=BP,1,1024Gb,0Gb,,
1010,"5745L Clever  32Gb 5""",34,5288,3490,BQ,29,4,https://www.wildberries.ru/catalog/18088252/detail.aspx?targetUrl=BP,1,32Gb,1Gb,,
1011,C40  6 Yellow,10,13083,11774,POCO,15,5,https://www.wildberries.ru/catalog/115750601/detail.aspx?targetUrl=BP,1,64Gb,4Gb,100,6.71
1012,Galaxy A03s ,21,10990,8682,Samsung,10,1,https://www.wildberries.ru/catalog/133648307/detail.aspx?targetUrl=BP,0,32Gb,,,
1018,Galaxy A23 ,30,19990,13993,Samsung,1,5,https://www.wildberries.ru/catalog/133641988/detail.aspx?targetUrl=BP,1,64Gb,,,
1019,Redmi 9C Смартфоны 4 ,12,13800,12144,Xiaomi,7,5,https://www.wildberries.ru/catalog/91959375/detail.aspx?targetUrl=BP,1,128Gb,,,
1023,Armor 9 Black,22,36490,28462,Ulefone,1,1,https://www.wildberries.ru/catalog/98601902/detail.aspx?targetUrl=BP,0,128Gb,8Gb,10,6.3
1024,HOT 12 Play 4  Champagne Gold,0,9990,9990,Infinix,1,5,https://www.wildberries.ru/catalog/136483265/detail.aspx?targetUrl=BP,1,64Gb,,,
1025,"С30 6,82"" НD  2 ",25,11990,8992,Nokia,55,4,https://www.wildberries.ru/catalog/36626129/detail.aspx?targetUrl=BP,1,32Gb,,,
1026,Redmi 9A  3 Green,20,8990,7192,Xiaomi,91,5,https://www.wildberries.ru/catalog/88675518/detail.aspx?targetUrl=BP,1,32Gb,2Gb,700,6.53
1028,Galaxy S22  5G ,19,79990,64791,Samsung,6,4,https://www.wildberries.ru/catalog/84888177/detail.aspx?targetUrl=BP,1,128Gb,,,
1029,Galaxy S22 5G ,26,72990,54012,Samsung,6,4,https://www.wildberries.ru/catalog/113254229/detail.aspx?targetUrl=BP,1,128Gb,,,
1031,"5765L Clever IPS 5,7""",30,6414,4489,BQ,39,4,https://www.wildberries.ru/catalog/58255505/detail.aspx?targetUrl=BP,1,16Gb,3Gb,100,5.7
1033,Armor 11T 5G Black,15,39990,33991,Ulefone,2,3,https://www.wildberries.ru/catalog/98601870/detail.aspx?targetUrl=BP,0,256Gb,8Gb,20,6.09
1034,Смартфон,34,18990,12533,Oukitel,8,3,https://www.wildberries.ru/catalog/45572906/detail.aspx?targetUrl=BP,0,64Gb,4Gb,50,5.5
1035,Galaxy A03 Core ,35,9990,6493,Samsung,2,5,https://www.wildberries.ru/catalog/106453616/detail.aspx?targetUrl=BP,1,32Gb,,,
1036,Galaxy A03 Core ,35,9990,6493,Samsung,13,4,https://www.wildberries.ru/catalog/94454061/detail.aspx?targetUrl=BP,1,32Gb,,,
1037,"Vision 3 2  720х1600 6.6"" IPS 5000 мАч",5,6306,5990,ITEL,2,5,https://www.wildberries.ru/catalog/110288706/detail.aspx?targetUrl=BP,1,32Gb,,,6.6
1041,"Vision 3 2  720х1600 6.6"" IPS 5000 мАч голубой",5,6306,5990,ITEL,3,5,https://www.wildberries.ru/catalog/84900121/detail.aspx?targetUrl=BP,1,32Gb,,,6.6
1042,iPhone 13 Pro Max  (США),13,139990,121791,Apple,2,5,https://www.wildberries.ru/catalog/99299371/detail.aspx?targetUrl=BP,1,512Gb,,,
1043,Galaxy S22  5G ,19,89990,72891,Samsung,2,5,https://www.wildberries.ru/catalog/84888189/detail.aspx?targetUrl=BP,1,256Gb,,,
1044,X7  128Gb,0,16880,16880,Honor,2,5,https://www.wildberries.ru/catalog/122580557/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
1045,"BV6600 PRO, черный",30,27129,18990,Blackview,1,5,https://www.wildberries.ru/catalog/119350257/detail.aspx?targetUrl=BP,1,64Gb,4Gb,20,5.7
1046,"6868L Wide  32Gb 6,8""",31,9241,6376,BQ,8,5,https://www.wildberries.ru/catalog/123119407/detail.aspx?targetUrl=BP,1,32Gb,3Gb,,
1048,S60 PRO 4 ,30,14271,9989,Blackview,2,5,https://www.wildberries.ru/catalog/132519250/detail.aspx?targetUrl=BP,1,32Gb,,,
1049,"C30 1600x720 6,5"" 4  5000 мАч, черный",0,9290,9290,Realme,24,5,https://www.wildberries.ru/catalog/120843168/detail.aspx?targetUrl=BP,1,64Gb,,,
1050,Spark GO 2022 2 ,15,7048,5990,TECNO,4,5,https://www.wildberries.ru/catalog/118966937/detail.aspx?targetUrl=BP,1,32Gb,,,
1053,Wildfire E plus 6.5'' 2 ,0,6690,6690,HTC,6,5,https://www.wildberries.ru/catalog/119275824/detail.aspx?targetUrl=BP,1,32Gb,,,
1054,POCO x4 Pro 5G  128Gb,18,29000,23780,Xiaomi,1,5,https://www.wildberries.ru/catalog/94021420/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
1056,"Camon 19 Neo, 6 ",0,17034,17034,TECNO,2,5,https://www.wildberries.ru/catalog/94982494/detail.aspx?targetUrl=BP,1,128Gb,,,
1057,C11 NEW  3,30,11534,8073,Realme,3,5,https://www.wildberries.ru/catalog/116631401/detail.aspx?targetUrl=BP,1,32Gb,2Gb,30,6.5
1058,C30 ,10,6656,5990,Realme,8,5,https://www.wildberries.ru/catalog/123326890/detail.aspx?targetUrl=BP,1,32Gb,,,
1059,Poco X4 Pro  256Gb,19,41190,33363,Xiaomi,9,5,https://www.wildberries.ru/catalog/96944224/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
1061,Redmi 10C 3 ,0,11910,11910,Xiaomi,5,3,https://www.wildberries.ru/catalog/115587053/detail.aspx?targetUrl=BP,0,64Gb,,,
1063,Armor X7 Black,37,9990,6293,Ulefone,8,5,https://www.wildberries.ru/catalog/98601888/detail.aspx?targetUrl=BP,1,16Gb,2Gb,70,5
1064,iPhone 13  (Япония),19,79990,64791,Apple,2,4,https://www.wildberries.ru/catalog/131684433/detail.aspx?targetUrl=BP,1,128Gb,,,
1070,"9 5G 5000 мАч 6,6""",5,18937,17990,Realme,6,5,https://www.wildberries.ru/catalog/100537672/detail.aspx?targetUrl=BP,1,128Gb,4Gb,20,6.6
1073,Galaxy A03 ,28,10490,7552,Samsung,1,5,https://www.wildberries.ru/catalog/106454899/detail.aspx?targetUrl=BP,1,32Gb,,,
1077,C35 4 ,10,13878,12490,Realme,3,5,https://www.wildberries.ru/catalog/123349884/detail.aspx?targetUrl=BP,1,64Gb,,,
1079,Redmi Note 11 6 ,0,51800,51800,Xiaomi,2,3,https://www.wildberries.ru/catalog/96628263/detail.aspx?targetUrl=BP,0,128Gb,,,
1081,Blade A51 3 ,0,7690,7690,ZTE,2,5,https://www.wildberries.ru/catalog/133887726/detail.aspx?targetUrl=BP,1,64Gb,,,
1083,12T  12,22,45990,35872,Xiaomi,1,5,https://www.wildberries.ru/catalog/102248343/detail.aspx?targetUrl=BP,1,128Gb,8Gb,10,6.67
1087,Galaxy S22 Ultra SM-S908  Burgundy,0,96090,96090,Samsung,1,1,https://www.wildberries.ru/catalog/111283548/detail.aspx?targetUrl=BP,0,256Gb,,,
1089,Smart 6 Plus 3 ,0,6990,6990,Infinix,3,5,https://www.wildberries.ru/catalog/100385449/detail.aspx?targetUrl=BP,1,64Gb,,,
1090,iPhone 11  (Азия),20,54990,43992,Apple,1,5,https://www.wildberries.ru/catalog/104199631/detail.aspx?targetUrl=BP,1,128Gb,,,
1091,Remade iPhone8  Восстановленный,0,21950,21950,Apple,10,4,https://www.wildberries.ru/catalog/115842118/detail.aspx?targetUrl=BP,1,256Gb,,,
1092,WP5 Black,34,19990,13193,Oukitel,12,4,https://www.wildberries.ru/catalog/18878106/detail.aspx?targetUrl=BP,1,32Gb,4Gb,100,5.5
1095,iPhone 14  ОРИГИНАЛ,15,104990,89241,Apple,6,5,https://www.wildberries.ru/catalog/104995059/detail.aspx?targetUrl=BP,1,128Gb,,,
1098,"C30 1600x720 6,5"" 4  5000 мАч, зеленый",0,9290,9290,Realme,24,5,https://www.wildberries.ru/catalog/120843172/detail.aspx?targetUrl=BP,1,64Gb,,,
1099,"Redmi 9A , Granite Gray",0,7922,7922,Xiaomi,2,5,https://www.wildberries.ru/catalog/111365140/detail.aspx?targetUrl=BP,1,32Gb,,,
